ADC;CSm;Da;Db;f;Pf;CSs;Dk;K;CSk;
1.866530;0.005872;1.866530;0.000000;0.000000;0.000000;0.005872;1.728829;-0.495505;0.005250;
2.085477;0.003437;1.844158;8.941964;10.716122;95.823174;0.000519;2.385547;0.577637;0.000651;
2.180265;0.016783;1.624781;14.301992;21.029123;300.758362;0.002148;2.812046;0.867951;0.005527;
1.968307;0.026769;1.362542;16.438698;24.070169;395.682220;0.005757;2.715165;1.016956;0.010992;
1.610394;0.029024;1.610394;0.000000;0.000000;0.000000;0.029024;1.090954;-4.501073;0.019200;
1.999303;0.001548;1.976307;1.976307;1.117692;2.208903;0.001580;1.961061;-0.110463;0.001502;
2.236406;0.005829;1.853541;10.164918;15.092195;153.410919;0.000311;2.637116;0.655651;0.001155;
2.161407;0.018570;1.567038;14.282616;22.464882;320.857269;0.001814;2.825775;0.892997;0.006034;
1.767020;0.018644;1.311898;13.877268;20.386026;282.902344;0.003398;2.388693;1.038029;0.006663;
1.474435;0.010309;1.191187;10.399012;14.999236;155.977234;0.002726;1.907742;1.054837;0.003613;
1.394914;0.010499;1.110846;10.724417;15.563862;166.913345;0.001641;1.840156;1.134601;0.003162;
1.341459;0.019534;1.004040;16.098009;19.031433;306.368195;0.001544;1.929011;1.324112;0.007170;
1.271458;0.026073;0.925431;19.691906;20.630842;406.260620;0.002183;1.936265;1.451487;0.010423;
1.276321;0.046548;1.276321;0.000000;0.000000;0.000000;0.046548;0.570317;-20.095312;0.026107;
1.792879;0.009765;1.792879;0.000000;0.000000;0.000000;0.009765;1.510259;-1.324246;0.006982;
2.146160;0.000661;2.024961;2.024961;9.246961;18.724735;0.000542;2.222911;0.179572;0.000481;
2.342500;0.004786;1.931326;8.241236;16.066452;132.407410;0.000265;2.720346;0.605139;0.000752;
2.205022;0.010331;1.705976;10.807244;19.235725;207.885193;0.000890;2.723540;0.775846;0.002549;
1.871894;0.008449;1.507120;9.463552;16.507586;156.220398;0.001092;2.326614;0.842423;0.001819;
1.680081;0.006655;1.385573;8.073249;14.862484;119.988525;0.000926;2.075333;0.869588;0.001243;
1.660245;0.011240;1.299630;10.495264;17.564714;184.346329;0.001005;2.158995;0.995547;0.002763;
1.693859;0.022480;1.216106;15.236178;22.186438;338.036530;0.001648;2.371737;1.111080;0.007865;
1.704373;0.032771;1.144318;16.979305;25.643637;435.411102;0.002784;2.526489;1.176646;0.012171;
1.789213;0.036371;1.158301;16.021248;27.421448;439.325806;0.004337;2.669135;1.152703;0.013581;
1.283679;0.032281;1.283679;0.000000;0.000000;0.000000;0.032281;0.719528;-9.935540;0.018880;
1.704038;0.009725;1.704038;0.000000;0.000000;0.000000;0.009725;1.428301;-1.397570;0.006962;
2.059959;0.001890;2.027466;2.027466;1.694153;3.434838;0.001942;2.026577;-0.092966;0.001855;
2.355931;0.000998;2.119346;3.476587;12.741040;44.295330;0.000311;2.531780;0.338097;0.000132;
2.477436;0.003004;2.085432;6.396184;15.778194;100.920242;0.000186;2.798190;0.514201;0.000230;
2.348608;0.003962;1.954242;7.096400;15.978367;113.388885;0.000262;2.703209;0.579452;0.000413;
