ADC;CSm;Da;Db;f;Pf;CSs;Dk;K;CSk;
1.651123;0.005372;1.376683;4.284491;16.054838;68.786804;0.002315;1.978933;0.798387;0.001432;
0.869559;0.007323;0.839902;3.218125;10.718891;34.494728;0.002714;1.173059;1.129171;0.002183;
1.212375;0.004688;1.021597;3.684790;13.519385;49.816101;0.002288;1.483636;1.029001;0.001448;
1.617295;0.003458;1.410136;4.098387;12.620412;51.723324;0.001675;1.862713;0.669396;0.001195;
0.923103;0.003058;0.817623;4.820641;7.926036;38.208576;0.001615;1.100642;1.129921;0.001459;
1.006249;0.002901;0.876822;4.846580;9.452118;45.810444;0.000853;1.230585;1.166472;0.000467;
1.215162;0.003764;1.040795;4.713831;11.752182;55.397804;0.001118;1.481212;1.009678;0.000644;
1.581158;0.003113;1.372693;4.418843;12.533094;55.381779;0.001086;1.829943;0.692849;0.000740;
0.971106;0.005021;0.860728;30.472546;7.573759;230.791702;0.002214;1.208492;1.265899;0.002406;
1.045461;0.003713;0.914311;7.058429;9.073521;64.044800;0.000954;1.297441;1.188030;0.000777;
1.233291;0.003754;1.061580;5.728832;11.149809;63.875385;0.000708;1.508653;1.010390;0.000445;
1.560812;0.003286;1.341168;4.930916;12.887119;63.545296;0.000687;1.835146;0.752488;0.000381;
2.054735;0.001643;1.889489;6.714454;7.688629;51.624943;0.000722;2.231634;0.391300;0.000676;
1.091719;0.005017;0.947152;9.583473;9.502614;91.068047;0.001419;1.370457;1.189570;0.001579;
1.270861;0.004256;1.079951;6.097056;12.034141;73.372833;0.000548;1.571443;1.025376;0.000397;
1.564562;0.004376;1.320920;5.791059;13.731748;79.521355;0.000620;1.884908;0.829860;0.000438;
2.019906;0.002561;1.828631;8.866879;8.495532;75.328850;0.000954;2.235920;0.466915;0.001107;
1.122939;0.006288;0.948864;8.834029;11.300514;99.829071;0.001386;1.449600;1.253266;0.001617;
1.308980;0.005122;1.098392;6.797735;12.868108;87.473984;0.000371;1.642877;1.050341;0.000450;
1.555396;0.004990;1.306226;6.595889;13.759404;90.755501;0.000511;1.894756;0.864786;0.000581;
1.912623;0.003159;1.693467;8.127183;10.268787;83.456314;0.000780;2.170182;0.566552;0.000981;
1.154442;0.008890;0.933870;8.367475;14.098289;117.967087;0.001365;1.558557;1.346191;0.001878;
1.332541;0.005613;1.111436;7.077405;13.304140;94.158791;0.000372;1.682873;1.056105;0.000549;
1.513243;0.004677;1.280291;6.671074;13.113993;87.484421;0.000412;1.840808;0.873369;0.000490;
1.758339;0.003244;1.535799;5.989400;11.727279;70.239372;0.000745;2.028926;0.647046;0.000628;
1.180381;0.010518;0.978428;11.365387;12.958921;147.283157;0.002644;1.586878;1.313753;0.003737;
1.337342;0.005366;1.134053;7.585656;12.260207;93.001709;0.000556;1.676304;1.032364;0.000674;
1.466720;0.004112;1.252271;6.098615;12.541397;76.485161;0.000464;1.775447;0.874572;0.000305;
1.622160;0.003767;1.402012;5.051288;12.681815;64.059494;0.001141;1.904699;0.733959;0.000739;
1.901387;0.005055;1.684436;3.428182;13.245827;45.409111;0.003729;2.151325;0.566784;0.002923;
1.326634;0.004741;1.151366;8.220693;10.682558;87.818031;0.000794;1.637194;0.990692;0.000828;
1.424782;0.004079;1.222550;6.096426;12.108326;73.817505;0.000516;1.733892;0.907235;0.000206;
1.531996;0.004511;1.309063;4.987463;13.316222;66.414169;0.001372;1.842520;0.836887;0.000725;
1.727298;0.005955;1.507003;4.071337;13.268672;54.021233;0.003816;2.018906;0.702643;0.002821;
1.298671;0.004615;1.129700;7.949918;10.490236;83.396515;0.000846;1.607588;1.014797;0.000703;
1.388909;0.004757;1.179705;6.560892;12.543235;82.294815;0.000524;1.723316;0.981083;0.000230;
1.472176;0.004924;1.239882;5.921881;13.616494;80.635262;0.000677;1.816859;0.933777;0.000192;
1.594450;0.004908;1.350632;5.232105;14.032094;73.417397;0.001315;1.927424;0.835285;0.000638;
1.251339;0.005068;1.078470;8.077893;10.926815;88.265648;0.000800;1.574561;1.090471;0.000712;
1.336477;0.005831;1.123074;7.699261;12.787014;98.450554;0.000601;1.693967;1.065280;0.000667;
1.396214;0.005973;1.162251;7.581409;13.542808;102.673561;0.000485;1.764241;1.028396;0.000616;
1.463806;0.005319;1.214387;6.630580;14.159996;93.888985;0.000415;1.817092;0.951185;0.000442;
1.171201;0.005855;0.997956;8.478231;11.378024;96.465515;0.000695;1.514415;1.221563;0.000777;
1.245535;0.006728;1.045428;9.310441;12.357801;115.056587;0.000775;1.608261;1.165900;0.001319;
1.290748;0.006584;1.078043;9.182846;12.689951;116.529869;0.000726;1.650299;1.111686;0.001361;
1.325099;0.005215;1.109043;7.217580;12.829154;92.595444;0.000579;1.648220;1.014183;0.000929;
1.400693;0.004566;1.232993;3.285759;11.539550;37.916176;0.003623;1.557793;0.571570;0.003575;
1.085473;0.006593;0.923472;9.452507;11.180722;105.685860;0.000805;1.437070;1.356663;0.001092;
1.141963;0.006229;0.969851;9.957750;11.281249;112.335854;0.000683;1.480539;1.248927;0.001311;
1.179082;0.005661;1.000711;9.195698;11.343224;104.308861;0.000633;1.501382;1.168525;0.001233;
1.210086;0.003887;1.040559;6.350269;10.896380;69.194946;0.000674;1.476462;1.011528;0.000775;
1.264403;0.003426;1.141811;3.368116;8.865355;29.859547;0.002708;1.402499;0.595664;0.002615;
1.071382;0.005257;0.925035;9.577302;10.128148;97.000336;0.000575;1.380995;1.290463;0.000949;
1.104581;0.004255;0.954570;8.037501;10.078171;81.003311;0.000435;1.385766;1.175763;0.000703;
1.133086;0.002917;1.003224;6.482010;8.776529;56.889553;0.000604;1.356145;0.984792;0.000645;
1.193122;0.001723;1.107694;4.668071;6.004245;28.028246;0.001043;1.323202;0.617125;0.000968;
1.338586;0.002313;1.320386;5.822263;1.479424;8.613595;0.002232;1.399273;0.270219;0.002162;
